100,0.000000,0.000000
200,0.000000,0.000000
300,0.000000,0.000000
400,0.000000,0.000000
500,0.000000,0.000000
600,0.000000,1.000000
700,0.000000,0.000000
800,0.000000,0.000000
900,0.000000,0.000000
1000,0.000000,0.000000
1100,0.000000,0.000000
1200,0.000000,0.000000
1300,1.000000,0.000000
1400,0.000000,1.000000
1500,0.000000,0.000000
1600,0.000000,0.000000
1700,0.000000,0.000000
1800,0.000000,1.000000
1900,0.000000,0.000000
2000,0.000000,0.000000
2100,0.000000,0.000000
2200,0.000000,0.000000
2300,0.000000,1.000000
2400,1.000000,0.000000
2500,0.000000,0.000000
2600,0.000000,1.000000
2700,1.000000,0.000000
2800,0.000000,1.000000
2900,1.000000,1.000000
3000,1.000000,1.000000
3100,0.000000,1.000000
3200,0.000000,1.000000
3300,0.000000,2.000000
3400,1.000000,1.000000
3500,0.000000,2.000000
3600,1.000000,1.000000
3700,0.000000,2.000000
3800,1.000000,2.000000
3900,0.000000,2.000000
4000,0.000000,2.000000
4100,0.000000,2.000000
4200,1.000000,2.000000
4300,1.000000,2.000000
4400,1.000000,2.000000
4500,1.000000,2.000000
4600,1.000000,2.000000
4700,0.000000,3.000000
4800,1.000000,2.000000
4900,1.000000,2.000000
5000,0.000000,4.000000
5100,1.000000,3.000000
5200,1.000000,2.000000
5300,0.000000,3.000000
5400,1.000000,3.000000
5500,2.000000,3.000000
5600,0.000000,4.000000
5700,0.000000,4.000000
5800,1.000000,4.000000
5900,0.000000,4.000000
6000,0.000000,4.000000
6100,1.000000,5.000000
6200,2.000000,4.000000
6300,0.000000,5.000000
6400,0.000000,6.000000
6500,1.000000,4.000000
6600,0.000000,5.000000
6700,1.000000,4.000000
6800,2.000000,4.000000
6900,1.000000,5.000000
7000,1.000000,5.000000
7100,1.000000,6.000000
7200,1.000000,5.000000
7300,1.000000,6.000000
7400,1.000000,6.000000
7500,2.000000,6.000000
7600,1.000000,6.000000
7700,1.000000,6.000000
7800,0.000000,7.000000
7900,1.000000,6.000000
8000,2.000000,7.000000
8100,0.000000,8.000000
8200,1.000000,9.000000
8300,1.000000,8.000000
8400,1.000000,7.000000
8500,1.000000,9.000000
8600,1.000000,8.000000
8700,1.000000,9.000000
8800,2.000000,9.000000
8900,2.000000,10.000000
9000,1.000000,12.000000
9100,1.000000,9.000000
9200,1.000000,9.000000
9300,1.000000,8.000000
9400,1.000000,10.000000
9500,1.000000,10.000000
9600,1.000000,9.000000
9700,1.000000,10.000000
9800,2.000000,10.000000
9900,1.000000,12.000000
10000,1.000000,11.000000
10100,1.000000,11.000000
10200,2.000000,10.000000
10300,1.000000,11.000000
10400,1.000000,10.000000
10500,1.000000,11.000000
10600,2.000000,11.000000
10700,1.000000,11.000000
10800,2.000000,11.000000
10900,2.000000,11.000000
11000,2.000000,13.000000
11100,1.000000,13.000000
11200,3.000000,11.000000
11300,2.000000,11.000000
11400,2.000000,11.000000
11500,2.000000,12.000000
11600,2.000000,12.000000
11700,2.000000,11.000000
11800,1.000000,12.000000
11900,2.000000,12.000000
12000,1.000000,12.000000
12100,1.000000,12.000000
12200,2.000000,13.000000
12300,1.000000,13.000000
12400,3.000000,12.000000
12500,1.000000,13.000000
12600,1.000000,46.000000
12700,2.000000,14.000000
12800,2.000000,14.000000
12900,2.000000,13.000000
13000,2.000000,13.000000
13100,1.000000,13.000000
13200,2.000000,13.000000
13300,1.000000,16.000000
13400,2.000000,13.000000
13500,1.000000,14.000000
13600,1.000000,15.000000
13700,2.000000,13.000000
13800,2.000000,14.000000
13900,2.000000,14.000000
14000,2.000000,14.000000
14100,1.000000,16.000000
14200,1.000000,16.000000
14300,2.000000,15.000000
14400,2.000000,15.000000
14500,1.000000,15.000000
14600,2.000000,15.000000
14700,2.000000,16.000000
14800,2.000000,16.000000
14900,1.000000,17.000000
15000,1.000000,15.000000
15100,2.000000,17.000000
15200,2.000000,15.000000
15300,1.000000,17.000000
15400,2.000000,16.000000
15500,2.000000,17.000000
15600,2.000000,17.000000
15700,2.000000,17.000000
15800,2.000000,17.000000
15900,2.000000,18.000000
16000,2.000000,18.000000
16100,2.000000,19.000000
16200,2.000000,18.000000
16300,2.000000,19.000000
16400,2.000000,21.000000
16500,1.000000,19.000000
16600,1.000000,20.000000
16700,2.000000,18.000000
16800,3.000000,18.000000
16900,2.000000,20.000000
17000,2.000000,24.000000
17100,2.000000,22.000000
17200,2.000000,25.000
